AGCNr,Name,HIra,HIdec,OCra,OCdec,v21,w50,werr,flux,fluxerr,snratio,rms,dist,loghimass,detcode
  7714,"N4525   ", 188.462921,  30.276388, 188.463333,  30.277222, 1175,151,  2,  7.90,0.07, 69.3, 2.07,  12.0, 8.43,1
  7716,"I 800   ", 188.481674,  15.350834, 188.486252,  15.354445, 2349,113,  6,  1.20,0.05, 12.6, 1.68,  16.7, 7.90,1
  7715,"042-154 ", 188.483337,   3.542500, 188.481674,   3.546389, 1137, 25,  2,  2.01,0.04, 36.1, 2.38,  16.6, 8.12,1
224282,"        ", 188.505417,   1.767778, 188.508759,   1.765278, 2480, 98,  6,  1.77,0.07, 14.2, 2.80,  24.2, 8.39,1
  7718,"N4526   ", 188.509171,   7.694445, 188.512909,   7.699167,  560, 22,  9,  0.20,0.04,  3.7, 2.36,  17.3, 7.15,2
223873,"VCC1533 ", 188.510834,   5.963611, 188.506256,   5.952777,  648, 21,  3,  0.43,0.03, 10.5, 1.88,  16.5, 7.44,1
  7723,"N4534   ", 188.522507,  35.519722, 188.522919,  35.518055,  801,117,  2, 61.61,0.10,397.3, 3.19,  11.7, 9.30,1
227902,"HIdetHVC", 188.527496,   8.478333,   0.000000,   0.000000,  231, 32,  6,  0.89,0.09,  8.4, 4.16,   0.0, 0.00,9
  7721,"N4527   ", 188.535828,   2.655278, 188.536255,   2.652778, 1735,358,  2, 98.79,0.15,371.4, 3.14,  14.1, 9.67,1
229047,"HIdetHVC", 188.559158,   8.360556,   0.000000,   0.000000,  212, 65, 11,  0.64,0.05,  7.4, 2.40,   0.0, 0.00,9
220793,"VCC1550 ", 188.565826,   3.737778, 188.569580,   3.734444, 2425, 37, 12,  0.49,0.04,  6.6, 2.67,  24.2, 7.83,1
  7727,"N4535   ", 188.582489,   8.194445, 188.584579,   8.197500, 1963,270,  2, 71.66,0.13,329.4, 2.96,  14.8, 9.57,1
  7726,"N4532   ", 188.583755,   6.462222, 188.581253,   6.467222, 2013,188,  4, 41.56,0.09,271.4, 2.49,  16.4, 9.42,1
  7725,"N4533   ", 188.593750,   2.321389, 188.592499,   2.325278, 1761,154,  4,  7.68,0.08, 51.3, 2.69,  24.2, 9.03,1
  7732,"N4536   ", 188.615417,   2.187500, 188.612915,   2.187500, 1804,325,  2, 77.54,0.16,283.7, 3.39,  14.4, 9.58,1
  7733,"I3517   ", 188.635834,   9.150556, 188.628326,   9.154722,  439, 71,  2,  1.05,0.07, 11.3, 2.46,  22.9, 8.11,1
226165,"HIdetHVC", 188.641251,   8.396389,   0.000000,   0.000000,  201, 25,  2,  1.07,0.06, 14.7, 3.18,   0.0, 0.00,9
220799,"I3520   ", 188.642075,  13.498055, 188.632492,  13.503612,  838,107,  4,  0.49,0.07,  5.4, 2.28,  16.7, 7.51,2
  7736,"I3521   ", 188.665405,   7.162500, 188.664581,   7.158611,  593, 88,  6,  1.39,0.06, 15.6, 2.12,  16.4, 7.95,1
  7739,"042-163 ", 188.678757,   6.305556, 188.687088,   6.300000, 2041,104,  9, 11.97,0.07,105.8, 2.47,  16.4, 8.88,1
226118,"HIdet   ", 188.688751,  12.780277,   0.000000,   0.000000,  785,145,  1,  0.95,0.08,  6.3, 2.65,  16.6, 7.79,1
  7737,"I3522   ", 188.692917,  15.219999, 188.691238,  15.220278,  664,103,  1, 12.05,0.07,116.6, 2.01,  16.7, 8.90,1
  7742,"N4540   ", 188.707077,  15.544723, 188.711670,  15.551111, 1288,111,  2,  4.64,0.07, 37.8, 2.22,  16.7, 8.48,1
229291,"        ", 188.730408,  29.035555, 188.730820,  29.037500, 2841,163,  2,  2.30,0.06, 21.2, 1.90,  43.5, 9.01,1
220812,"VCC1596 ", 188.752090,   9.178333, 188.753738,   9.186111, 1269, 80, 11,  0.53,0.07,  4.5, 2.91,  16.4, 7.53,2
222310,"042-164 ", 188.756668,   5.421111, 188.759995,   5.424722,  865,118, 27,  0.69,0.07,  5.8, 2.46,  16.5, 7.65,2
225874,"        ", 188.778748,  12.514167, 188.783325,  12.504167, 1692,101,  4,  1.82,0.11,  8.0, 4.32,  16.6, 8.07,1
220815,"VCC1605 ", 188.810410,  10.431111, 188.807495,  10.431667, 1072, 87,  2,  1.37,0.06, 13.2, 2.47,  16.7, 7.96,1
732179,"        ", 188.840424,  27.554443, 188.837921,  27.561943, 1183, 93, 21,  0.85,0.05,  9.2, 2.13,   9.3, 7.24,1
224516,"Tol1232 ", 188.846237,   5.042222, 188.851654,   5.048056, 1805, 37,  7,  0.46,0.05,  6.4, 2.59,  29.1, 7.96,1
  7753,"N4548   ", 188.860413,  14.491944, 188.860413,  14.495833,  479,234,  1, 10.18,0.07, 72.0, 1.84,  15.0, 8.73,1
220819,"VCC1617 ", 188.878326,   6.334723, 188.878738,   6.333889, 1600, 71, 20,  0.56,0.06,  6.9, 2.13,  16.5, 7.56,1
  7758,"N4562   ", 188.896255,  25.849722, 188.893753,  25.849445, 1353,130,  2,  6.22,0.06, 56.1, 2.17,  11.0, 8.25,1
  7756,"N4544   ", 188.902924,   3.032500, 188.902924,   3.034444, 1152,190,  3,  3.54,0.09, 21.9, 2.61,  18.1, 8.44,1
220828,"VCC1644 ", 188.967072,  13.856389, 188.966248,  13.858334,  756, 82,  2,  2.11,0.05, 20.0, 2.14,  16.7, 8.14,1
229321,"        ", 188.980820,  17.770000, 188.996246,  17.760555, 1351, 51,  8,  0.43,0.04,  5.6, 2.33,  25.2, 7.81,1
  7766,"N4559   ", 188.994995,  27.957779, 188.990402,  27.959446,  813,236,  2,264.31,0.11,999.9, 2.87,   7.3, 9.52,1
223913,"VCC1649 ", 189.009583,   7.223889, 189.011673,   7.200000,  972, 28, 12,  0.20,0.05,  3.3, 2.46,  16.5, 7.11,2
  7768,"N4561   ", 189.040009,  19.321945, 189.033752,  19.322779, 1413,119,  3, 27.44,0.13,145.4, 3.86,  25.2, 9.61,1
220832,"I3562   ", 189.047928,   9.923612, 189.044159,   9.922501, 2053, 72,  4,  2.42,0.06, 21.5, 2.24,  16.7, 8.20,1
  7772,"N4565   ", 189.082916,  25.992779, 189.087509,  25.986944, 1225,509,  2,259.15,0.20,631.7, 3.60,  13.4,10.04,1
  7777,"N4567   ", 189.138336,  11.241389, 189.136261,  11.257500, 2247,309,  3, 23.74,0.14,100.9, 2.99,  16.7, 9.19,1
220837,"042-174 ", 189.139587,   8.053056, 189.145416,   8.054723, 1790, 33, 11,  0.41,0.03,  9.6, 1.63,  16.4, 7.42,1
  7781,"I3576   ", 189.151260,   6.625000, 189.156677,   6.620278, 1072, 44,  2, 16.27,0.05,202.6, 2.64,  16.4, 9.01,1
  7780,"042-175 ", 189.173340,   3.109444, 189.175003,   3.106944, 1443,119,  2,  6.52,0.07, 52.4, 2.54,  24.2, 8.95,1
  7784,"I3583   ", 189.187500,  13.250000, 189.181671,  13.259167, 1120,105,  1,  6.89,0.07, 52.3, 2.37,   9.5, 8.17,1
229090,"        ", 189.204590,  33.614445, 189.207092,  33.613331,  530, 36,  6,  1.13,0.06, 14.8, 2.76,   7.1, 7.13,1
  7786,"N4569   ", 189.207916,  13.170834, 189.208344,  13.162499, -221,382,  4, 11.15,0.12, 52.4, 2.43,  16.7, 8.87,1
222680,"        ", 189.221680,   1.619722, 189.228760,   1.614444,  589, 88,  5,  1.02,0.07,  8.9, 2.71,   6.2, 6.97,1
226695,"        ", 189.237503,   0.695000, 189.234161,   0.690833, 2543, 73,  9,  0.91,0.06,  8.9, 2.64,  24.1, 8.10,1
  7788,"N4571   ", 189.241257,  14.216389, 189.235016,  14.216944,  340,152,  1, 10.63,0.06,100.9, 1.74,  16.7, 8.84,1
742507,"        ", 189.255844,  22.009167, 189.255844,  22.008333, 1299, 34,  9,  0.42,0.05,  5.9, 2.67,  23.8, 7.75,2
  7790,"I3589   ", 189.265015,   6.925000, 189.262924,   6.926389, 1632, 86,  4,  8.76,0.07, 87.7, 2.39,  16.4, 8.75,1
220847,"159-032 ", 189.309174,  29.626945, 189.307922,  29.631111,  795, 44,  2,  0.91,0.05, 13.5, 2.25,   9.7, 7.30,1
229180,"        ", 189.353760,   1.676111, 189.360428,   1.661667, 1411, 63,  7,  0.61,0.06,  6.4, 2.65,  24.5, 7.94,1
222314,"042-181 ", 189.373749,   4.750556, 189.371246,   4.751111, 1638, 26,  3,  1.38,0.05, 26.1, 2.20,  16.6, 7.95,1
220849,"070-196 ", 189.424576,   8.559722, 189.421661,   8.559167, 1076, 76,  8,  2.39,0.07, 23.7, 2.59,  16.4, 8.18,1
  7796,"N4579   ", 189.427917,  11.814722, 189.431244,  11.818055, 1517,360,  1,  9.67,0.11, 50.8, 2.24,  16.7, 8.80,1
742516,"        ", 189.437912,  18.290833, 189.441254,  18.297222, 2550, 80, 14,  0.77,0.06,  7.4, 2.60,  25.2, 8.06,1
  7795,"042-184 ", 189.442093,   7.111389, 189.438751,   7.103889,   55, 58,  3,  5.61,0.07, 60.7, 2.68,  16.4, 8.55,1
  7794,"N4580   ", 189.459167,   5.369722, 189.452087,   5.368056, 1038,155, 61,  0.58,0.06,  5.1, 2.04,  16.5, 7.57,2
732194,"        ", 189.495010,  24.045277, 189.492508,  24.043888, 1397, 42,  3,  0.96,0.04, 15.8, 2.07,  24.8, 8.14,1
  7801,"N4581   ", 189.517487,   1.476944, 189.521667,   1.476667, 1833,329,133,  1.66,0.16,  5.2, 3.93,  24.2, 8.36,2
220856,"VCC1744 ", 189.525833,  10.171390, 189.528336,  10.165000, 1141, 38,  4,  0.47,0.05,  7.4, 2.27,  16.7, 7.49,2
220860,"VCC1750 ", 189.557068,   7.007222, 189.564590,   6.994445, -113, 31, 14,  0.26,0.05,  4.0, 2.58,  16.4, 7.22,2
220863,"VCC1753 ", 189.567078,  14.866944, 189.565826,  14.869722,  741, 50,  2,  1.42,0.05, 16.7, 1.85,  16.7, 7.97,1
  7803,"N4584   ", 189.579163,  13.098888, 189.574585,  13.110001, 1748,115, 33,  0.40,0.06,  3.6, 2.16,  16.7, 7.42,2
  7802,"042-186 ", 189.587921,   7.889722, 189.587082,   7.890833, 1784,150,  3,  3.05,0.07, 23.9, 2.32,  16.5, 8.29,1
220865,"I3605   ", 189.589996,  19.541388, 189.587082,  19.541388, 1363, 72,  2,  6.10,0.06, 72.2, 2.21,  25.2, 8.96,1
  7804,"N4586   ", 189.615829,   4.321111, 189.617920,   4.318611,  790,251,  5,  1.56,0.08, 10.7, 2.07,  16.6, 8.01,1
724993,"        ", 189.630005,  29.052221, 189.625412,  29.054722,  756, 37,  3,  0.99,0.04, 18.5, 1.91,   9.6, 7.33,1
224219,"Cardiff ", 189.664993,  11.988056, 189.670837,  11.978611, 1019,130, 18,  0.53,0.08,  4.0, 2.55,  16.6, 7.54,2
220872,"CVn I   ", 189.667908,  32.765556, 189.666672,  32.766666,  308, 27,  2, 15.93,0.04,280.6, 2.34,   3.1, 7.56,1
225847,"        ", 189.735001,  13.550000, 189.737076,  13.551667,  982, 37,  1,  1.15,0.04, 15.3, 1.94,  16.6, 7.87,1
  7817,"I3611   ", 189.753738,  13.373055, 189.766663,  13.363056, 2737, 69,  5,  1.00,0.05, 10.1, 2.18,  16.7, 7.82,1
  7821,"N4591   ", 189.802490,   6.014722, 189.801666,   6.012222, 2425,300,  4,  3.54,0.09, 22.8, 2.00,  16.5, 8.36,1
220883,"042-192 ", 189.843750,   4.939722, 189.841248,   4.936667, 1612, 91, 11,  1.63,0.06, 15.7, 2.41,  16.5, 8.02,1
  7822,"I3617   ", 189.848328,   7.961944, 189.852493,   7.964444, 2077, 93,  6,  7.56,0.06, 84.5, 2.06,  16.5, 8.69,1
  7824,"014-097 ", 189.962906,   1.678056, 189.959991,   1.672500, 1220,102,  4,  2.67,0.07, 21.3, 2.77,  15.9, 8.20,1
  7826,"N4595   ", 189.968338,  15.296945, 189.966660,  15.297501,  630,139,  1,  7.10,0.06, 67.1, 1.75,  16.7, 8.67,1
220901,"VCC1816 ", 189.992081,  13.781388, 189.993744,  13.781388, 1005, 30,  1,  4.35,0.06, 53.4, 2.21,  16.7, 8.46,1
749241,"        ", 190.006668,  26.318611, 190.007080,  26.321945,  451, 18,  2,  0.76,0.03, 21.0, 1.78,   5.6, 6.75,1
220903,"VCC1822 ", 190.040009,   6.845833, 190.043335,   6.846667, 1008, 23,  3,  0.55,0.04, 10.5, 2.30,  16.5, 7.55,1
224207,"KDG178  ", 190.048340,  32.653889, 190.042084,  32.658611,  765, 52,  3,  3.91,0.05, 58.1, 2.06,  10.4, 8.00,1
226699,"        ", 190.146667,   0.771111, 190.146667,   0.770278, 1572, 34, 16,  0.40,0.06,  4.4, 3.34,  26.1, 7.81,2
732226,"        ", 190.199585,  25.944721, 190.203339,  25.944443, 1317, 35,  5,  0.64,0.05, 10.7, 2.21,   9.1, 7.09,1
229001,"        ", 190.220001,  27.545555, 190.205841,  27.563889, 1130, 61, 17,  0.37,0.05,  4.5, 2.34,   9.3, 6.88,2
  7839,"N4606   ", 190.238754,  11.907778, 190.240005,  11.910833, 1640,144,  2,  0.79,0.07,  7.0, 2.09,  16.7, 7.72,1
  7843,"N4607   ", 190.300415,  11.883889, 190.301666,  11.885833, 2270,182,  5,  3.25,0.08, 23.3, 2.31,  16.7, 8.33,1
  7841,"014-103 ", 190.300842,   1.411389, 190.298340,   1.410000, 1701,165,  4,  8.76,0.09, 54.5, 2.79,  24.2, 9.08,1
229183,"KDG174  ", 190.319580,   1.535833, 190.330002,   1.548056, 1684, 28,  3,  0.84,0.04, 12.0, 2.83,  14.9, 7.64,1
224009,"VCC1873 ", 190.330429,   6.526389, 190.330429,   6.523055, 1721, 75, 11,  1.87,0.07, 19.6, 2.45,  16.5, 8.08,1
224291,"        ", 190.417908,   1.836389, 190.412918,   1.837778, 1528, 24,  5,  0.57,0.05,  8.5, 2.90,  25.8, 7.95,1
728280,"        ", 190.448334,  32.856388, 190.447083,  32.857777,  691, 34,  3,  1.98,0.04, 41.2, 1.80,   9.3, 7.61,1
229381,"        ", 190.490417,  23.026112, 190.492920,  23.025278, 1785, 91,  3,  1.27,0.06, 12.9, 2.31,  29.5, 8.42,1
226170,"HIdetHVC", 190.523743,   9.903889,   0.000000,   0.000000,  220, 29,  4,  1.14,0.09, 11.8, 3.98,   0.0, 0.00,9
  7865,"N4631   ", 190.526245,  32.538055, 190.532089,  32.540554,  614,301,  2,461.13,0.14,999.9, 3.24,   8.2, 9.86,1
220939,"VCC1918 ", 190.576660,   5.734167, 190.577499,   5.739445,  972, 68,  3,  2.12,0.05, 24.8, 2.30,  16.5, 8.14,1
229488,"nrN4631 ", 190.608337,  32.317223,   0.000000,   0.000000,  668,105,  2, 63.16,0.14,311.9, 4.40,   8.9, 9.07,1
224293,"        ", 190.615417,   1.094722, 190.619156,   1.097500,  966, 55, 11,  0.64,0.07,  6.2, 3.11,  16.9, 7.64,1
  7871,"N4630   ", 190.628738,   3.963056, 190.630005,   3.959722,  740,135,  2,  7.53,0.08, 52.3, 2.76,  16.6, 8.69,1
  7870,"N4632   ", 190.632492,  -0.086389, 190.633743,  -0.083333, 1720,213,  2, 43.68,0.14,198.8, 3.36,  14.4, 9.33,1
  7874,"N4633   ", 190.657501,  14.349166, 190.654160,  14.355556,  288,184,  4, 10.49,0.07, 75.7, 1.84,  16.7, 8.84,1
  7876,"N4635   ", 190.664993,  19.939999, 190.662918,  19.945276,  955,155,  2,  8.85,0.07, 84.2, 1.88,  16.7, 8.77,1
  7875,"N4634   ", 190.671661,  14.296111, 190.669586,  14.296945,  119,268,  2,  7.59,0.08, 43.4, 2.14,  16.7, 8.70,1
220941,"071-003 ", 190.680420,  13.273055, 190.670410,  13.266389, 1183,103,  5,  1.33,0.05, 21.6, 2.13,  16.7, 7.94,1
220944,"VCC1933 ", 190.686249,   7.338611, 190.687073,   7.338889, 2407, 58,  9,  1.82,0.06, 23.2, 2.28,  16.5, 8.07,1
  7884,"N4639   ", 190.720001,  13.253333, 190.718338,  13.256667,  977,280,  2, 19.00,0.09,111.0, 2.28,  21.0, 9.30,1
  7889,"N4641   ", 190.770401,  12.049723, 190.782074,  12.050556, 2021, 54,  7,  0.75,0.05,  7.4, 2.14,  16.7, 7.69,1
732245,"        ", 190.773331,  24.453056, 190.774567,  24.450834, 1825,113,  3,  5.43,0.06, 52.1, 2.18,  30.0, 9.06,1
226702,"M+628022", 190.776657,  32.491669, 190.779572,  32.490555,  901, 43,  3,  1.44,0.04, 30.7, 1.57,  13.5, 7.79,1
220956,"VCC1952 ", 190.781662,   7.653611, 190.781250,   7.654722, 1311, 50,  9,  2.46,0.05, 33.1, 2.32,  16.5, 8.20,1
747977,"        ", 190.825409,  35.435833, 190.834991,  35.442223, 1814, 49,  6,  2.16,0.07, 23.1, 2.94,  29.6, 8.65,1
  7895,"N4643   ", 190.835831,   1.976667, 190.834167,   1.977222, 1325,253,  4,  1.92,0.11,  9.4, 2.88,  15.6, 8.04,1
732250,"        ", 190.840424,  24.527500, 190.850830,  24.525000, 1194, 88,  5,  0.75,0.05,  8.3, 2.13,  22.5, 7.95,1
220964,"VCC1965 ", 190.845413,   3.430556, 190.837494,   3.420000,  958, 25,  8,  0.32,0.04,  5.1, 2.67,  16.6, 7.32,1
229489,"HIdet   ", 190.845825,  32.722500,   0.000000,   0.000000,  621, 68,  3, 32.44,0.14,136.9, 6.39,   8.3, 8.72,1
224296,"        ", 190.847916,   5.767777, 190.845001,   5.765278, 1752, 39,  6,  0.69,0.05, 10.3, 2.34,  15.6, 7.60,1
  7896,"N4647   ", 190.882080,  11.581111, 190.885406,  11.581667, 1409,166,  2,  7.86,0.11, 46.4, 2.94,  16.7, 8.71,1
  7901,"N4651   ", 190.921661,  16.386667, 190.927490,  16.393055,  800,360,  2, 56.90,0.15,212.9, 3.15,  29.1,10.06,1
229062,"        ", 190.930817,  29.935555, 190.932907,  29.935276, 1142, 23,  2,  1.30,0.04, 28.6, 2.01,  21.2, 8.14,1
  7907,"N4656   ", 190.977493,  32.154446, 190.991669,  32.169167,  649,142,  3,250.18,0.13,999.9, 3.41,   8.6, 9.64,1
742572,"        ", 190.986664,  16.549444, 190.975830,  16.547222, 1288, 77,  6,  0.67,0.06,  7.0, 2.43,  15.3, 7.57,1
  7902,"N4654   ", 190.990402,  13.117500, 190.985825,  13.126389, 1038,289,  3, 50.59,0.11,263.8, 2.52,  16.7, 9.52,1
  7906,"VCC1992 ", 191.037491,  12.115833, 191.040009,  12.115278, 1008,104,  1,  5.82,0.07, 45.9, 2.36,  16.7, 8.58,1
220977,"071-021 ", 191.075012,  12.940001, 191.050003,  12.941944,  925,119,  3,  0.73,0.06,  5.8, 2.39,  16.5, 7.67,2
227896,"        ", 191.086243,   6.090556, 191.087097,   6.089445, 1289, 59,  7,  1.14,0.05, 19.3, 1.70,  16.6, 7.87,1
732257,"        ", 191.100433,  24.900833, 191.103760,  24.903610, 1816,124,  3,  2.46,0.06, 22.2, 2.21,  29.9, 8.71,1
  7916,"M+628024", 191.107513,  34.390556, 191.104584,  34.386391,  608, 59,  2, 18.73,0.07,184.3, 2.92,   8.3, 8.48,1
229092,"        ", 191.110428,  35.200001, 191.106247,  35.196667,  884, 35,  6,  0.55,0.05,  7.2, 2.85,  14.1, 7.41,1
  7911,"015-012 ", 191.120834,   0.470000, 191.120834,   0.468611, 1180,108,  2, 13.87,0.09,100.1, 2.96,  16.0, 8.92,1
220984,"UA294   ", 191.158752,  28.473057, 191.158752,  28.472500,  945, 50,  4,  6.46,0.05,104.4, 1.92,   9.5, 8.14,1
  7920,"I3718   ", 191.189590,  12.363890, 191.189178,  12.350278,  849, 71,  1,  1.00,0.05, 11.7, 2.10,  16.7, 7.82,1
220987,"I3716   ", 191.201675,   8.101667, 191.197922,   8.107223, 1875, 82,  7,  0.47,0.04,  6.3, 1.84,  16.5, 7.48,2
229323,"        ", 191.218338,  16.416945, 191.215836,  16.418333,  948, 72,  3,  1.35,0.05, 15.4, 2.30,  15.4, 7.88,1
225876,"        ", 191.247086,  12.024445, 191.241257,  12.029722, 1540, 39,  9,  0.65,0.04,  7.4, 2.16,  16.6, 7.62,1
229103,"HIdetHVC", 191.286667,  24.018888,   0.000000,   0.000000,  -62,  9,  0,  2.61,0.03, 43.2, 3.86,   0.0, 0.00,9
  7930,"N4670   ", 191.322906,  27.126389, 191.320831,  27.125000, 1071,125,  4,  9.63,0.08, 85.2, 2.25,   9.3, 8.29,1
220995,"I3740   ", 191.379166,  20.820278, 191.377502,  20.815832, 2588,217,  2,  6.37,0.08, 42.9, 2.25,  39.9, 9.38,1
  7932,"I3742a  ", 191.379593,  13.333333, 191.382080,  13.331111,  963,169,  1, 10.75,0.09, 70.6, 2.37,  16.7, 8.85,1
227987,"HIdetHVC", 191.379593,   5.338334,   0.000000,   0.000000,  265, 27,  2,  4.48,0.09, 45.0, 4.13,   0.0, 0.00,9
226171,"HIdetHVC", 191.488342,  10.088333,   0.000000,   0.000000,  180, 25,  3,  0.59,0.05,  9.1, 2.87,   0.0, 0.00,9
227970,"        ", 191.507492,   4.379167, 191.505829,   4.381111,  642, 42,  3,  1.79,0.04, 32.8, 1.84,  16.6, 8.06,1
221000,"071-033 ", 191.512497,   8.463889, 191.518341,   8.476110, 1485, 23,  6,  0.45,0.05,  8.7, 2.44,  16.5, 7.46,1
221001,"VCC2034 ", 191.533737,  10.166667, 191.532913,  10.163610, 1504, 43,  8,  1.13,0.07, 15.6, 2.45,  16.7, 7.87,1
732281,"        ", 191.541260,  26.254723, 191.544998,  26.250000, 1878, 54,  6,  1.11,0.06, 15.1, 2.20,  30.6, 8.39,1
221004,"VCC2037 ", 191.566650,  10.195278, 191.563736,  10.205555, 1142, 29,  3,  0.69,0.05, 12.0, 2.40,   9.6, 7.18,1
227988,"HIdetHVC", 191.597916,   4.813334,   0.000000,   0.000000,  320, 48, 10,  0.49,0.05,  6.8, 2.31,   0.0, 0.00,9
226177,"HIdetHVC", 191.615417,   9.238334,   0.000000,   0.000000,  217, 27, 12,  1.20,0.09, 14.0, 3.71,   0.0, 0.00,9
742590,"        ", 191.655411,  22.246111, 191.656662,  22.246111, 1773,109,  3,  1.35,0.06, 13.3, 2.16,  29.4, 8.44,1
229362,"HIdetHVC", 191.665833,  18.287500,   0.000000,   0.000000,   64, 38,  1, 22.39,0.17, 69.6,11.42,   0.0, 0.00,9
226178,"HIdetVC ", 191.680420,  10.346944,   0.000000,   0.000000, 1581, 28,  6,  0.62,0.05, 10.3, 2.51,  16.6, 7.60,1
222214,"043-022 ", 191.683746,   3.003333, 191.706665,   3.006944, 1232, 43,  5,  0.75,0.06,  8.4, 2.98,  16.6, 7.69,1
  7943,"043-023 ", 191.690414,   5.954166, 191.690002,   5.955277,  837,125,  2, 11.34,0.07, 98.0, 2.31,  16.6, 8.87,1
221013,"UA298   ", 191.727493,  26.565556, 191.730820,  26.564165,  844, 65,  5,  0.66,0.05,  8.3, 2.21,   9.2, 7.12,1
222683,"FGC1497 ", 191.753754,  32.655834, 191.752502,  32.651669,  522, 90,  3,  1.42,0.05, 15.4, 2.16,   7.0, 7.21,1
228070,"HIdetHVC", 191.758347,   8.757222,   0.000000,   0.000000,  222, 26,  6,  0.55,0.05,  6.8, 3.39,   0.0, 0.00,9
227870,"HIdetHVC", 191.770004,  12.003333,   0.000000,   0.000000,  249, 33,  8,  0.64,0.07,  5.1, 3.52,   0.0, 0.00,9
  7965,"N4689   ", 191.939590,  13.760555, 191.940002,  13.762500, 1618,183,  1,  8.36,0.07, 59.2, 2.09,  16.7, 8.74,1
  7961,"N4688   ", 191.945847,   4.335278, 191.943756,   4.335556,  984, 46,  2, 31.65,0.06,458.8, 2.23,  16.6, 9.31,1
221026,"VCC2062 ", 191.989166,  10.970833, 191.999588,  10.970833, 1141, 46,  1,  5.66,0.06, 79.9, 2.33,  16.7, 8.57,1
222216,"043-029a", 191.997513,   4.440000, 191.997925,   4.432777, 1038, 42,  1,  0.81,0.03, 14.1, 1.78,  16.6, 7.72,1
228094,"        ", 192.026672,  27.187222, 192.030823,  27.192499, 1889,121,  8,  0.78,0.06,  7.1, 2.22,  30.8, 8.24,1
  7969,"N4694   ", 192.039581,  10.978889, 192.062500,  10.983334, 1160, 66,  5,  5.73,0.08, 68.2, 2.31,  16.7, 8.58,1
224517,"        ", 192.095001,   5.139722, 192.096252,   5.137778, 2518,105,  7,  1.01,0.06,  9.4, 2.34,  38.3, 8.54,1
  7970,"N4698   ", 192.095825,   8.487500, 192.095413,   8.487500, 1009,418,  1, 30.06,0.16,100.6, 3.19,  16.5, 9.29,1
229048,"HIdetHVC", 192.131668,  10.403889,   0.000000,   0.000000,  186, 16,  3,  2.00,0.06, 30.5, 3.30,   0.0, 0.00,9
229339,"HIdet   ", 192.227493,  15.987223,   0.000000,   0.000000,  399, 25,  8,  0.33,0.04,  6.2, 2.26,   4.6, 6.21,1
229049,"HIdetHVC", 192.230408,  10.303889,   0.000000,   0.000000,  185, 12,  2,  1.12,0.05, 23.4, 2.64,   0.0, 0.00,9
  7975,"N4701   ", 192.296661,   3.390555, 192.298340,   3.388333,  719,162,  2, 47.61,0.10,303.3, 2.75,  16.6, 9.49,1
  7976,"043-035 ", 192.314590,   4.657500, 192.315826,   4.655833, 2666, 73,  2,  7.46,0.06, 86.9, 2.23,  40.3, 9.46,1
229042,"HIdetHVC", 192.322495,  10.047223,   0.000000,   0.000000,  196, 28,  4,  0.68,0.05, 10.3, 2.64,   0.0, 0.00,9
224304,"        ", 192.356247,   4.387222, 192.357086,   4.392500, 2642,105,  2,  4.27,0.06, 42.4, 2.19,  39.9, 9.21,1
742601,"        ", 192.400833,  21.918055, 192.403748,  21.918055,  539, 27,  3,  0.88,0.06, 14.5, 2.50,   6.4, 6.94,1
  7980,"N4710   ", 192.417084,  15.155277, 192.411240,  15.165000, 1100,301, 82,  0.84,0.10,  4.8, 2.28,  16.7, 7.74,2
225197,"        ", 192.444580,   5.495555, 192.425415,   5.489444,  739,130, 37,  0.75,0.07,  5.9, 2.46,  16.6, 7.69,2
  7983,"043-038 ", 192.446671,   3.848055, 192.445831,   3.842222,  694, 28,  2,  6.68,0.07,104.2, 2.59,  16.6, 8.64,1
  7982,"043-040 ", 192.458344,   2.851111, 192.459167,   2.852222, 1158,217,  2,  7.45,0.09, 45.7, 2.47,  19.8, 8.84,1
  7985,"N4713   ", 192.488754,   5.311944, 192.491257,   5.310833,  653,165,  2, 47.65,0.10,305.2, 2.71,  15.6, 9.44,1
224225,"        ", 192.489990,   2.515278, 192.485001,   2.510000,  752, 42,  5,  1.06,0.06, 14.6, 2.44,  16.8, 7.85,1
224226,"        ", 192.496246,   5.825000, 192.497070,   5.820833,  624, 53, 16,  0.81,0.05, 11.3, 2.15,  16.6, 7.72,1
227897,"        ", 192.516663,   6.845556, 192.517487,   6.847500,  563, 29,  7,  0.42,0.05,  7.2, 2.33,  16.6, 7.44,1
227972,"        ", 192.598328,   4.913889, 192.600006,   4.906111,  650, 31,  7,  0.40,0.04,  6.7, 2.30,  16.6, 7.41,1
  7989,"N4725   ", 192.610001,  25.491945, 192.610825,  25.500278, 1209,389,  2,116.03,0.20,323.6, 4.06,  11.9, 9.59,1
  7990,"        ", 192.614990,  28.352777, 192.613754,  28.352501,  512, 90,  2,  2.59,0.05, 33.0, 1.84,   9.6, 7.75,1
226014,"M+333011", 192.636673,  17.476946, 192.630829,  17.471945,  842,115,  2,  7.46,0.07, 67.1, 2.31,  25.3, 9.05,1
227940,"HIdetHVC", 192.644989,   9.339722,   0.000000,   0.000000,  202, 23,  3,  2.75,0.11, 29.0, 4.22,   0.0, 0.00,9
229044,"HIdetHVC", 192.655838,   9.910000,   0.000000,   0.000000,  185, 20,  3,  0.53,0.03, 10.6, 2.34,   0.0, 0.00,9
